sheet,cell,old_formula_or_literal,new_formula_or_literal,old_cached_value,new_cached_value,change_kind
Report-6 (C),G10,,=SUM(E10:F10),,0,formula_or_literal+cached_value
Report-6 (C),E11,"=SUM(F11,H11,J11,L11,N11,P11,R11,T11,V11,X11,Z11,AB11,AD11,AF11,AH11,AJ11,AL11,AN11,AP11,AR11,AT11,AV11,AX11,AZ11,BB11,BD11,BF11,BH11,BJ11,BL11,BN11)","=IF(I11=""p"",H11,"""")+IF(K11=""P"",J11,"""")+IF(M11=""P"",L11)+IF(O11=""P"",N11)+IF(Q11=""P"",P11)+IF(S11=""P"",R11)+IF(U11=""P"",T11)+IF(W11=""P"",V11)+IF(Y11=""P"",X11)+IF(AA11=""P"",Z11)+IF(AC11=""P"",AB11)+IF(AE11=""P"",AD11)+IF(AG11=""P"",AF11)+IF(AI11=""P"",AH11)+IF(AK11=""P"",AJ11)+IF(AM11=""P"",AL11)+IF(AO11=""P"",AN11)+IF(AQ11=""P"",AP11)+IF(AS11=""P"",AR11)+IF(AU11=""P"",AT11)+IF(AW11=""P"",AV11)+IF(AY11=""P"",AX11)+IF(BA11=""P"",AZ11)+IF(BC11=""P"",BB11)+IF(BE11=""P"",BD11)+IF(BG11=""P"",BF11)+IF(BI11=""P"",BH11)+IF(BK11=""P"",BJ11)+IF(BM11=""P"",BL11)+IF(BO11=""P"",BN11)+IF(BQ11=""P"",BP11)",0,0,formula_or_literal
Report-6 (C),F11,,"=IF(I11=""C"",H11,"""")+IF(K11=""C"",J11,"""")+IF(M11=""C"",L11)+IF(O11=""C"",N11)+IF(Q11=""C"",P11)+IF(S11=""C"",R11)+IF(U11=""C"",T11)+IF(W11=""C"",V11)+IF(Y11=""C"",X11)+IF(AA11=""C"",Z11)+IF(AC11=""C"",AB11)+IF(AE11=""C"",AD11)+IF(AG11=""C"",AF11)+IF(AI11=""C"",AH11)+IF(AK11=""C"",AJ11)+IF(AM11=""C"",AL11)+IF(AO11=""C"",AN11)+IF(AQ11=""C"",AP11)+IF(AS11=""C"",AR11)+IF(AU11=""C"",AT11)+IF(AW11=""C"",AV11)+IF(AY11=""C"",AX11)+IF(BA11=""C"",AZ11)+IF(BC11=""C"",BB11)+IF(BE11=""C"",BD11)+IF(BG11=""C"",BF11)+IF(BI11=""C"",BH11)+IF(BK11=""C"",BJ11)+IF(BM11=""C"",BL11)+IF(BO11=""C"",BN11)+IF(BQ11=""C"",BP11)",,0,formula_or_literal+cached_value
Report-6 (C),G11,,=SUM(E11:F11),,0,formula_or_literal+cached_value
Report-6 (C),E12,"=SUM(F12,H12,J12,L12,N12,P12,R12,T12,V12,X12,Z12,AB12,AD12,AF12,AH12,AJ12,AL12,AN12,AP12,AR12,AT12,AV12,AX12,AZ12,BB12,BD12,BF12,BH12,BJ12,BL12,BN12)","=IF(I12=""p"",H12,"""")+IF(K12=""P"",J12,"""")+IF(M12=""P"",L12)+IF(O12=""P"",N12)+IF(Q12=""P"",P12)+IF(S12=""P"",R12)+IF(U12=""P"",T12)+IF(W12=""P"",V12)+IF(Y12=""P"",X12)+IF(AA12=""P"",Z12)+IF(AC12=""P"",AB12)+IF(AE12=""P"",AD12)+IF(AG12=""P"",AF12)+IF(AI12=""P"",AH12)+IF(AK12=""P"",AJ12)+IF(AM12=""P"",AL12)+IF(AO12=""P"",AN12)+IF(AQ12=""P"",AP12)+IF(AS12=""P"",AR12)+IF(AU12=""P"",AT12)+IF(AW12=""P"",AV12)+IF(AY12=""P"",AX12)+IF(BA12=""P"",AZ12)+IF(BC12=""P"",BB12)+IF(BE12=""P"",BD12)+IF(BG12=""P"",BF12)+IF(BI12=""P"",BH12)+IF(BK12=""P"",BJ12)+IF(BM12=""P"",BL12)+IF(BO12=""P"",BN12)+IF(BQ12=""P"",BP12)",0,0,formula_or_literal
Report-6 (C),F12,,"=IF(I12=""C"",H12,"""")+IF(K12=""C"",J12,"""")+IF(M12=""C"",L12)+IF(O12=""C"",N12)+IF(Q12=""C"",P12)+IF(S12=""C"",R12)+IF(U12=""C"",T12)+IF(W12=""C"",V12)+IF(Y12=""C"",X12)+IF(AA12=""C"",Z12)+IF(AC12=""C"",AB12)+IF(AE12=""C"",AD12)+IF(AG12=""C"",AF12)+IF(AI12=""C"",AH12)+IF(AK12=""C"",AJ12)+IF(AM12=""C"",AL12)+IF(AO12=""C"",AN12)+IF(AQ12=""C"",AP12)+IF(AS12=""C"",AR12)+IF(AU12=""C"",AT12)+IF(AW12=""C"",AV12)+IF(AY12=""C"",AX12)+IF(BA12=""C"",AZ12)+IF(BC12=""C"",BB12)+IF(BE12=""C"",BD12)+IF(BG12=""C"",BF12)+IF(BI12=""C"",BH12)+IF(BK12=""C"",BJ12)+IF(BM12=""C"",BL12)+IF(BO12=""C"",BN12)+IF(BQ12=""C"",BP12)",,0,formula_or_literal+cached_value
Report-6 (C),G12,,=SUM(E12:F12),,0,formula_or_literal+cached_value
Report-6 (C),E13,"=SUM(F13,H13,J13,L13,N13,P13,R13,T13,V13,X13,Z13,AB13,AD13,AF13,AH13,AJ13,AL13,AN13,AP13,AR13,AT13,AV13,AX13,AZ13,BB13,BD13,BF13,BH13,BJ13,BL13,BN13)","=IF(I13=""p"",H13,"""")+IF(K13=""P"",J13,"""")+IF(M13=""P"",L13)+IF(O13=""P"",N13)+IF(Q13=""P"",P13)+IF(S13=""P"",R13)+IF(U13=""P"",T13)+IF(W13=""P"",V13)+IF(Y13=""P"",X13)+IF(AA13=""P"",Z13)+IF(AC13=""P"",AB13)+IF(AE13=""P"",AD13)+IF(AG13=""P"",AF13)+IF(AI13=""P"",AH13)+IF(AK13=""P"",AJ13)+IF(AM13=""P"",AL13)+IF(AO13=""P"",AN13)+IF(AQ13=""P"",AP13)+IF(AS13=""P"",AR13)+IF(AU13=""P"",AT13)+IF(AW13=""P"",AV13)+IF(AY13=""P"",AX13)+IF(BA13=""P"",AZ13)+IF(BC13=""P"",BB13)+IF(BE13=""P"",BD13)+IF(BG13=""P"",BF13)+IF(BI13=""P"",BH13)+IF(BK13=""P"",BJ13)+IF(BM13=""P"",BL13)+IF(BO13=""P"",BN13)+IF(BQ13=""P"",BP13)",0,0,formula_or_literal
Report-6 (C),F13,,"=IF(I13=""C"",H13,"""")+IF(K13=""C"",J13,"""")+IF(M13=""C"",L13)+IF(O13=""C"",N13)+IF(Q13=""C"",P13)+IF(S13=""C"",R13)+IF(U13=""C"",T13)+IF(W13=""C"",V13)+IF(Y13=""C"",X13)+IF(AA13=""C"",Z13)+IF(AC13=""C"",AB13)+IF(AE13=""C"",AD13)+IF(AG13=""C"",AF13)+IF(AI13=""C"",AH13)+IF(AK13=""C"",AJ13)+IF(AM13=""C"",AL13)+IF(AO13=""C"",AN13)+IF(AQ13=""C"",AP13)+IF(AS13=""C"",AR13)+IF(AU13=""C"",AT13)+IF(AW13=""C"",AV13)+IF(AY13=""C"",AX13)+IF(BA13=""C"",AZ13)+IF(BC13=""C"",BB13)+IF(BE13=""C"",BD13)+IF(BG13=""C"",BF13)+IF(BI13=""C"",BH13)+IF(BK13=""C"",BJ13)+IF(BM13=""C"",BL13)+IF(BO13=""C"",BN13)+IF(BQ13=""C"",BP13)",,0,formula_or_literal+cached_value
Report-6 (C),G13,,=SUM(E13:F13),,0,formula_or_literal+cached_value
Report-6 (C),E14,"=SUM(F14,H14,J14,L14,N14,P14,R14,T14,V14,X14,Z14,AB14,AD14,AF14,AH14,AJ14,AL14,AN14,AP14,AR14,AT14,AV14,AX14,AZ14,BB14,BD14,BF14,BH14,BJ14,BL14,BN14)","=IF(I14=""p"",H14,"""")+IF(K14=""P"",J14,"""")+IF(M14=""P"",L14)+IF(O14=""P"",N14)+IF(Q14=""P"",P14)+IF(S14=""P"",R14)+IF(U14=""P"",T14)+IF(W14=""P"",V14)+IF(Y14=""P"",X14)+IF(AA14=""P"",Z14)+IF(AC14=""P"",AB14)+IF(AE14=""P"",AD14)+IF(AG14=""P"",AF14)+IF(AI14=""P"",AH14)+IF(AK14=""P"",AJ14)+IF(AM14=""P"",AL14)+IF(AO14=""P"",AN14)+IF(AQ14=""P"",AP14)+IF(AS14=""P"",AR14)+IF(AU14=""P"",AT14)+IF(AW14=""P"",AV14)+IF(AY14=""P"",AX14)+IF(BA14=""P"",AZ14)+IF(BC14=""P"",BB14)+IF(BE14=""P"",BD14)+IF(BG14=""P"",BF14)+IF(BI14=""P"",BH14)+IF(BK14=""P"",BJ14)+IF(BM14=""P"",BL14)+IF(BO14=""P"",BN14)+IF(BQ14=""P"",BP14)",0,0,formula_or_literal
Report-6 (C),F14,,"=IF(I14=""C"",H14,"""")+IF(K14=""C"",J14,"""")+IF(M14=""C"",L14)+IF(O14=""C"",N14)+IF(Q14=""C"",P14)+IF(S14=""C"",R14)+IF(U14=""C"",T14)+IF(W14=""C"",V14)+IF(Y14=""C"",X14)+IF(AA14=""C"",Z14)+IF(AC14=""C"",AB14)+IF(AE14=""C"",AD14)+IF(AG14=""C"",AF14)+IF(AI14=""C"",AH14)+IF(AK14=""C"",AJ14)+IF(AM14=""C"",AL14)+IF(AO14=""C"",AN14)+IF(AQ14=""C"",AP14)+IF(AS14=""C"",AR14)+IF(AU14=""C"",AT14)+IF(AW14=""C"",AV14)+IF(AY14=""C"",AX14)+IF(BA14=""C"",AZ14)+IF(BC14=""C"",BB14)+IF(BE14=""C"",BD14)+IF(BG14=""C"",BF14)+IF(BI14=""C"",BH14)+IF(BK14=""C"",BJ14)+IF(BM14=""C"",BL14)+IF(BO14=""C"",BN14)+IF(BQ14=""C"",BP14)",,0,formula_or_literal+cached_value
Report-6 (C),G14,,=SUM(E14:F14),,0,formula_or_literal+cached_value
Report-6 (C),E15,"=SUM(F15,H15,J15,L15,N15,P15,R15,T15,V15,X15,Z15,AB15,AD15,AF15,AH15,AJ15,AL15,AN15,AP15,AR15,AT15,AV15,AX15,AZ15,BB15,BD15,BF15,BH15,BJ15,BL15,BN15)","=IF(I15=""p"",H15,"""")+IF(K15=""P"",J15,"""")+IF(M15=""P"",L15)+IF(O15=""P"",N15)+IF(Q15=""P"",P15)+IF(S15=""P"",R15)+IF(U15=""P"",T15)+IF(W15=""P"",V15)+IF(Y15=""P"",X15)+IF(AA15=""P"",Z15)+IF(AC15=""P"",AB15)+IF(AE15=""P"",AD15)+IF(AG15=""P"",AF15)+IF(AI15=""P"",AH15)+IF(AK15=""P"",AJ15)+IF(AM15=""P"",AL15)+IF(AO15=""P"",AN15)+IF(AQ15=""P"",AP15)+IF(AS15=""P"",AR15)+IF(AU15=""P"",AT15)+IF(AW15=""P"",AV15)+IF(AY15=""P"",AX15)+IF(BA15=""P"",AZ15)+IF(BC15=""P"",BB15)+IF(BE15=""P"",BD15)+IF(BG15=""P"",BF15)+IF(BI15=""P"",BH15)+IF(BK15=""P"",BJ15)+IF(BM15=""P"",BL15)+IF(BO15=""P"",BN15)+IF(BQ15=""P"",BP15)",0,0,formula_or_literal
Report-6 (C),F15,,"=IF(I15=""C"",H15,"""")+IF(K15=""C"",J15,"""")+IF(M15=""C"",L15)+IF(O15=""C"",N15)+IF(Q15=""C"",P15)+IF(S15=""C"",R15)+IF(U15=""C"",T15)+IF(W15=""C"",V15)+IF(Y15=""C"",X15)+IF(AA15=""C"",Z15)+IF(AC15=""C"",AB15)+IF(AE15=""C"",AD15)+IF(AG15=""C"",AF15)+IF(AI15=""C"",AH15)+IF(AK15=""C"",AJ15)+IF(AM15=""C"",AL15)+IF(AO15=""C"",AN15)+IF(AQ15=""C"",AP15)+IF(AS15=""C"",AR15)+IF(AU15=""C"",AT15)+IF(AW15=""C"",AV15)+IF(AY15=""C"",AX15)+IF(BA15=""C"",AZ15)+IF(BC15=""C"",BB15)+IF(BE15=""C"",BD15)+IF(BG15=""C"",BF15)+IF(BI15=""C"",BH15)+IF(BK15=""C"",BJ15)+IF(BM15=""C"",BL15)+IF(BO15=""C"",BN15)+IF(BQ15=""C"",BP15)",,0,formula_or_literal+cached_value
Report-6 (C),G15,,=SUM(E15:F15),,0,formula_or_literal+cached_value
Report-6 (C),E16,"=SUM(F16,H16,J16,L16,N16,P16,R16,T16,V16,X16,Z16,AB16,AD16,AF16,AH16,AJ16,AL16,AN16,AP16,AR16,AT16,AV16,AX16,AZ16,BB16,BD16,BF16,BH16,BJ16,BL16,BN16)","=IF(I16=""p"",H16,"""")+IF(K16=""P"",J16,"""")+IF(M16=""P"",L16)+IF(O16=""P"",N16)+IF(Q16=""P"",P16)+IF(S16=""P"",R16)+IF(U16=""P"",T16)+IF(W16=""P"",V16)+IF(Y16=""P"",X16)+IF(AA16=""P"",Z16)+IF(AC16=""P"",AB16)+IF(AE16=""P"",AD16)+IF(AG16=""P"",AF16)+IF(AI16=""P"",AH16)+IF(AK16=""P"",AJ16)+IF(AM16=""P"",AL16)+IF(AO16=""P"",AN16)+IF(AQ16=""P"",AP16)+IF(AS16=""P"",AR16)+IF(AU16=""P"",AT16)+IF(AW16=""P"",AV16)+IF(AY16=""P"",AX16)+IF(BA16=""P"",AZ16)+IF(BC16=""P"",BB16)+IF(BE16=""P"",BD16)+IF(BG16=""P"",BF16)+IF(BI16=""P"",BH16)+IF(BK16=""P"",BJ16)+IF(BM16=""P"",BL16)+IF(BO16=""P"",BN16)+IF(BQ16=""P"",BP16)",0,0,formula_or_literal
Report-6 (C),F16,,"=IF(I16=""C"",H16,"""")+IF(K16=""C"",J16,"""")+IF(M16=""C"",L16)+IF(O16=""C"",N16)+IF(Q16=""C"",P16)+IF(S16=""C"",R16)+IF(U16=""C"",T16)+IF(W16=""C"",V16)+IF(Y16=""C"",X16)+IF(AA16=""C"",Z16)+IF(AC16=""C"",AB16)+IF(AE16=""C"",AD16)+IF(AG16=""C"",AF16)+IF(AI16=""C"",AH16)+IF(AK16=""C"",AJ16)+IF(AM16=""C"",AL16)+IF(AO16=""C"",AN16)+IF(AQ16=""C"",AP16)+IF(AS16=""C"",AR16)+IF(AU16=""C"",AT16)+IF(AW16=""C"",AV16)+IF(AY16=""C"",AX16)+IF(BA16=""C"",AZ16)+IF(BC16=""C"",BB16)+IF(BE16=""C"",BD16)+IF(BG16=""C"",BF16)+IF(BI16=""C"",BH16)+IF(BK16=""C"",BJ16)+IF(BM16=""C"",BL16)+IF(BO16=""C"",BN16)+IF(BQ16=""C"",BP16)",,0,formula_or_literal+cached_value
Report-6 (C),G16,,=SUM(E16:F16),,0,formula_or_literal+cached_value
Report-6 (C),E17,"=SUM(F17,H17,J17,L17,N17,P17,R17,T17,V17,X17,Z17,AB17,AD17,AF17,AH17,AJ17,AL17,AN17,AP17,AR17,AT17,AV17,AX17,AZ17,BB17,BD17,BF17,BH17,BJ17,BL17,BN17)","=IF(I17=""p"",H17,"""")+IF(K17=""P"",J17,"""")+IF(M17=""P"",L17)+IF(O17=""P"",N17)+IF(Q17=""P"",P17)+IF(S17=""P"",R17)+IF(U17=""P"",T17)+IF(W17=""P"",V17)+IF(Y17=""P"",X17)+IF(AA17=""P"",Z17)+IF(AC17=""P"",AB17)+IF(AE17=""P"",AD17)+IF(AG17=""P"",AF17)+IF(AI17=""P"",AH17)+IF(AK17=""P"",AJ17)+IF(AM17=""P"",AL17)+IF(AO17=""P"",AN17)+IF(AQ17=""P"",AP17)+IF(AS17=""P"",AR17)+IF(AU17=""P"",AT17)+IF(AW17=""P"",AV17)+IF(AY17=""P"",AX17)+IF(BA17=""P"",AZ17)+IF(BC17=""P"",BB17)+IF(BE17=""P"",BD17)+IF(BG17=""P"",BF17)+IF(BI17=""P"",BH17)+IF(BK17=""P"",BJ17)+IF(BM17=""P"",BL17)+IF(BO17=""P"",BN17)+IF(BQ17=""P"",BP17)",0,0,formula_or_literal
Report-6 (C),F17,,"=IF(I17=""C"",H17,"""")+IF(K17=""C"",J17,"""")+IF(M17=""C"",L17)+IF(O17=""C"",N17)+IF(Q17=""C"",P17)+IF(S17=""C"",R17)+IF(U17=""C"",T17)+IF(W17=""C"",V17)+IF(Y17=""C"",X17)+IF(AA17=""C"",Z17)+IF(AC17=""C"",AB17)+IF(AE17=""C"",AD17)+IF(AG17=""C"",AF17)+IF(AI17=""C"",AH17)+IF(AK17=""C"",AJ17)+IF(AM17=""C"",AL17)+IF(AO17=""C"",AN17)+IF(AQ17=""C"",AP17)+IF(AS17=""C"",AR17)+IF(AU17=""C"",AT17)+IF(AW17=""C"",AV17)+IF(AY17=""C"",AX17)+IF(BA17=""C"",AZ17)+IF(BC17=""C"",BB17)+IF(BE17=""C"",BD17)+IF(BG17=""C"",BF17)+IF(BI17=""C"",BH17)+IF(BK17=""C"",BJ17)+IF(BM17=""C"",BL17)+IF(BO17=""C"",BN17)+IF(BQ17=""C"",BP17)",,0,formula_or_literal+cached_value
Report-6 (C),G17,,=SUM(E17:F17),,0,formula_or_literal+cached_value
Report-6 (C),E18,"=SUM(F18,H18,J18,L18,N18,P18,R18,T18,V18,X18,Z18,AB18,AD18,AF18,AH18,AJ18,AL18,AN18,AP18,AR18,AT18,AV18,AX18,AZ18,BB18,BD18,BF18,BH18,BJ18,BL18,BN18)","=IF(I18=""p"",H18,"""")+IF(K18=""P"",J18,"""")+IF(M18=""P"",L18)+IF(O18=""P"",N18)+IF(Q18=""P"",P18)+IF(S18=""P"",R18)+IF(U18=""P"",T18)+IF(W18=""P"",V18)+IF(Y18=""P"",X18)+IF(AA18=""P"",Z18)+IF(AC18=""P"",AB18)+IF(AE18=""P"",AD18)+IF(AG18=""P"",AF18)+IF(AI18=""P"",AH18)+IF(AK18=""P"",AJ18)+IF(AM18=""P"",AL18)+IF(AO18=""P"",AN18)+IF(AQ18=""P"",AP18)+IF(AS18=""P"",AR18)+IF(AU18=""P"",AT18)+IF(AW18=""P"",AV18)+IF(AY18=""P"",AX18)+IF(BA18=""P"",AZ18)+IF(BC18=""P"",BB18)+IF(BE18=""P"",BD18)+IF(BG18=""P"",BF18)+IF(BI18=""P"",BH18)+IF(BK18=""P"",BJ18)+IF(BM18=""P"",BL18)+IF(BO18=""P"",BN18)+IF(BQ18=""P"",BP18)",0,0,formula_or_literal
Report-6 (C),F18,,"=IF(I18=""C"",H18,"""")+IF(K18=""C"",J18,"""")+IF(M18=""C"",L18)+IF(O18=""C"",N18)+IF(Q18=""C"",P18)+IF(S18=""C"",R18)+IF(U18=""C"",T18)+IF(W18=""C"",V18)+IF(Y18=""C"",X18)+IF(AA18=""C"",Z18)+IF(AC18=""C"",AB18)+IF(AE18=""C"",AD18)+IF(AG18=""C"",AF18)+IF(AI18=""C"",AH18)+IF(AK18=""C"",AJ18)+IF(AM18=""C"",AL18)+IF(AO18=""C"",AN18)+IF(AQ18=""C"",AP18)+IF(AS18=""C"",AR18)+IF(AU18=""C"",AT18)+IF(AW18=""C"",AV18)+IF(AY18=""C"",AX18)+IF(BA18=""C"",AZ18)+IF(BC18=""C"",BB18)+IF(BE18=""C"",BD18)+IF(BG18=""C"",BF18)+IF(BI18=""C"",BH18)+IF(BK18=""C"",BJ18)+IF(BM18=""C"",BL18)+IF(BO18=""C"",BN18)+IF(BQ18=""C"",BP18)",,0,formula_or_literal+cached_value
Report-6 (C),G18,,=SUM(E18:F18),,0,formula_or_literal+cached_value
Report-6 (C),E19,"=SUM(F19,H19,J19,L19,N19,P19,R19,T19,V19,X19,Z19,AB19,AD19,AF19,AH19,AJ19,AL19,AN19,AP19,AR19,AT19,AV19,AX19,AZ19,BB19,BD19,BF19,BH19,BJ19,BL19,BN19)","=IF(I19=""p"",H19,"""")+IF(K19=""P"",J19,"""")+IF(M19=""P"",L19)+IF(O19=""P"",N19)+IF(Q19=""P"",P19)+IF(S19=""P"",R19)+IF(U19=""P"",T19)+IF(W19=""P"",V19)+IF(Y19=""P"",X19)+IF(AA19=""P"",Z19)+IF(AC19=""P"",AB19)+IF(AE19=""P"",AD19)+IF(AG19=""P"",AF19)+IF(AI19=""P"",AH19)+IF(AK19=""P"",AJ19)+IF(AM19=""P"",AL19)+IF(AO19=""P"",AN19)+IF(AQ19=""P"",AP19)+IF(AS19=""P"",AR19)+IF(AU19=""P"",AT19)+IF(AW19=""P"",AV19)+IF(AY19=""P"",AX19)+IF(BA19=""P"",AZ19)+IF(BC19=""P"",BB19)+IF(BE19=""P"",BD19)+IF(BG19=""P"",BF19)+IF(BI19=""P"",BH19)+IF(BK19=""P"",BJ19)+IF(BM19=""P"",BL19)+IF(BO19=""P"",BN19)+IF(BQ19=""P"",BP19)",0,0,formula_or_literal
Report-6 (C),F19,,"=IF(I19=""C"",H19,"""")+IF(K19=""C"",J19,"""")+IF(M19=""C"",L19)+IF(O19=""C"",N19)+IF(Q19=""C"",P19)+IF(S19=""C"",R19)+IF(U19=""C"",T19)+IF(W19=""C"",V19)+IF(Y19=""C"",X19)+IF(AA19=""C"",Z19)+IF(AC19=""C"",AB19)+IF(AE19=""C"",AD19)+IF(AG19=""C"",AF19)+IF(AI19=""C"",AH19)+IF(AK19=""C"",AJ19)+IF(AM19=""C"",AL19)+IF(AO19=""C"",AN19)+IF(AQ19=""C"",AP19)+IF(AS19=""C"",AR19)+IF(AU19=""C"",AT19)+IF(AW19=""C"",AV19)+IF(AY19=""C"",AX19)+IF(BA19=""C"",AZ19)+IF(BC19=""C"",BB19)+IF(BE19=""C"",BD19)+IF(BG19=""C"",BF19)+IF(BI19=""C"",BH19)+IF(BK19=""C"",BJ19)+IF(BM19=""C"",BL19)+IF(BO19=""C"",BN19)+IF(BQ19=""C"",BP19)",,0,formula_or_literal+cached_value
Report-6 (C),G19,,=SUM(E19:F19),,0,formula_or_literal+cached_value
Report-6 (C),E20,"=SUM(F20,H20,J20,L20,N20,P20,R20,T20,V20,X20,Z20,AB20,AD20,AF20,AH20,AJ20,AL20,AN20,AP20,AR20,AT20,AV20,AX20,AZ20,BB20,BD20,BF20,BH20,BJ20,BL20,BN20)","=IF(I20=""p"",H20,"""")+IF(K20=""P"",J20,"""")+IF(M20=""P"",L20)+IF(O20=""P"",N20)+IF(Q20=""P"",P20)+IF(S20=""P"",R20)+IF(U20=""P"",T20)+IF(W20=""P"",V20)+IF(Y20=""P"",X20)+IF(AA20=""P"",Z20)+IF(AC20=""P"",AB20)+IF(AE20=""P"",AD20)+IF(AG20=""P"",AF20)+IF(AI20=""P"",AH20)+IF(AK20=""P"",AJ20)+IF(AM20=""P"",AL20)+IF(AO20=""P"",AN20)+IF(AQ20=""P"",AP20)+IF(AS20=""P"",AR20)+IF(AU20=""P"",AT20)+IF(AW20=""P"",AV20)+IF(AY20=""P"",AX20)+IF(BA20=""P"",AZ20)+IF(BC20=""P"",BB20)+IF(BE20=""P"",BD20)+IF(BG20=""P"",BF20)+IF(BI20=""P"",BH20)+IF(BK20=""P"",BJ20)+IF(BM20=""P"",BL20)+IF(BO20=""P"",BN20)+IF(BQ20=""P"",BP20)",0,0,formula_or_literal
Report-6 (C),F20,,"=IF(I20=""C"",H20,"""")+IF(K20=""C"",J20,"""")+IF(M20=""C"",L20)+IF(O20=""C"",N20)+IF(Q20=""C"",P20)+IF(S20=""C"",R20)+IF(U20=""C"",T20)+IF(W20=""C"",V20)+IF(Y20=""C"",X20)+IF(AA20=""C"",Z20)+IF(AC20=""C"",AB20)+IF(AE20=""C"",AD20)+IF(AG20=""C"",AF20)+IF(AI20=""C"",AH20)+IF(AK20=""C"",AJ20)+IF(AM20=""C"",AL20)+IF(AO20=""C"",AN20)+IF(AQ20=""C"",AP20)+IF(AS20=""C"",AR20)+IF(AU20=""C"",AT20)+IF(AW20=""C"",AV20)+IF(AY20=""C"",AX20)+IF(BA20=""C"",AZ20)+IF(BC20=""C"",BB20)+IF(BE20=""C"",BD20)+IF(BG20=""C"",BF20)+IF(BI20=""C"",BH20)+IF(BK20=""C"",BJ20)+IF(BM20=""C"",BL20)+IF(BO20=""C"",BN20)+IF(BQ20=""C"",BP20)",,0,formula_or_literal+cached_value
Report-6 (C),G20,,=SUM(E20:F20),,0,formula_or_literal+cached_value
Report-6 (C),E21,"=SUM(F21,H21,J21,L21,N21,P21,R21,T21,V21,X21,Z21,AB21,AD21,AF21,AH21,AJ21,AL21,AN21,AP21,AR21,AT21,AV21,AX21,AZ21,BB21,BD21,BF21,BH21,BJ21,BL21,BN21)","=IF(I21=""p"",H21,"""")+IF(K21=""P"",J21,"""")+IF(M21=""P"",L21)+IF(O21=""P"",N21)+IF(Q21=""P"",P21)+IF(S21=""P"",R21)+IF(U21=""P"",T21)+IF(W21=""P"",V21)+IF(Y21=""P"",X21)+IF(AA21=""P"",Z21)+IF(AC21=""P"",AB21)+IF(AE21=""P"",AD21)+IF(AG21=""P"",AF21)+IF(AI21=""P"",AH21)+IF(AK21=""P"",AJ21)+IF(AM21=""P"",AL21)+IF(AO21=""P"",AN21)+IF(AQ21=""P"",AP21)+IF(AS21=""P"",AR21)+IF(AU21=""P"",AT21)+IF(AW21=""P"",AV21)+IF(AY21=""P"",AX21)+IF(BA21=""P"",AZ21)+IF(BC21=""P"",BB21)+IF(BE21=""P"",BD21)+IF(BG21=""P"",BF21)+IF(BI21=""P"",BH21)+IF(BK21=""P"",BJ21)+IF(BM21=""P"",BL21)+IF(BO21=""P"",BN21)+IF(BQ21=""P"",BP21)",0,0,formula_or_literal
Report-6 (C),F21,,"=IF(I21=""C"",H21,"""")+IF(K21=""C"",J21,"""")+IF(M21=""C"",L21)+IF(O21=""C"",N21)+IF(Q21=""C"",P21)+IF(S21=""C"",R21)+IF(U21=""C"",T21)+IF(W21=""C"",V21)+IF(Y21=""C"",X21)+IF(AA21=""C"",Z21)+IF(AC21=""C"",AB21)+IF(AE21=""C"",AD21)+IF(AG21=""C"",AF21)+IF(AI21=""C"",AH21)+IF(AK21=""C"",AJ21)+IF(AM21=""C"",AL21)+IF(AO21=""C"",AN21)+IF(AQ21=""C"",AP21)+IF(AS21=""C"",AR21)+IF(AU21=""C"",AT21)+IF(AW21=""C"",AV21)+IF(AY21=""C"",AX21)+IF(BA21=""C"",AZ21)+IF(BC21=""C"",BB21)+IF(BE21=""C"",BD21)+IF(BG21=""C"",BF21)+IF(BI21=""C"",BH21)+IF(BK21=""C"",BJ21)+IF(BM21=""C"",BL21)+IF(BO21=""C"",BN21)+IF(BQ21=""C"",BP21)",,0,formula_or_literal+cached_value
Report-6 (C),G21,,=SUM(E21:F21),,0,formula_or_literal+cached_value
Report-6 (C),E22,"=SUM(F22,H22,J22,L22,N22,P22,R22,T22,V22,X22,Z22,AB22,AD22,AF22,AH22,AJ22,AL22,AN22,AP22,AR22,AT22,AV22,AX22,AZ22,BB22,BD22,BF22,BH22,BJ22,BL22,BN22)","=IF(I22=""p"",H22,"""")+IF(K22=""P"",J22,"""")+IF(M22=""P"",L22)+IF(O22=""P"",N22)+IF(Q22=""P"",P22)+IF(S22=""P"",R22)+IF(U22=""P"",T22)+IF(W22=""P"",V22)+IF(Y22=""P"",X22)+IF(AA22=""P"",Z22)+IF(AC22=""P"",AB22)+IF(AE22=""P"",AD22)+IF(AG22=""P"",AF22)+IF(AI22=""P"",AH22)+IF(AK22=""P"",AJ22)+IF(AM22=""P"",AL22)+IF(AO22=""P"",AN22)+IF(AQ22=""P"",AP22)+IF(AS22=""P"",AR22)+IF(AU22=""P"",AT22)+IF(AW22=""P"",AV22)+IF(AY22=""P"",AX22)+IF(BA22=""P"",AZ22)+IF(BC22=""P"",BB22)+IF(BE22=""P"",BD22)+IF(BG22=""P"",BF22)+IF(BI22=""P"",BH22)+IF(BK22=""P"",BJ22)+IF(BM22=""P"",BL22)+IF(BO22=""P"",BN22)+IF(BQ22=""P"",BP22)",0,0,formula_or_literal
